ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
9ΦΑΔ46904Χ-1Ψ0,2024-01-31,ΧΕ Β/2 - 31/01/2024 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,,ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,0.90,anonymous sponsor (empty sponsorAFMName)
Ψ06Ζ46904Χ-3ΔΚ,2024-01-16,ΧΕ Α/44 - 16/01/2024 ΥΠΕΡ ΣΥΛΛΟΓΟΥ- ΜΕΣΩ Ε.Α.Π.,,ΥΠΕΡ ΣΥΛΛΟΓΟΥ- ΜΕΣΩ Ε.Α.Π.,356.76,anonymous sponsor (empty sponsorAFMName)
ΨΤΦΔ46904Χ-ΑΣΨ,2024-01-09,ΧΕ Α/43 - 09/01/2024 ΥΠΕΡ ΕΦΚΑ,,ΥΠΕΡ ΕΦΚΑ,8238.59,anonymous sponsor (empty sponsorAFMName)
698Θ46904Χ-Ρ3Μ,2024-01-09,ΧΕ Α/42 - 09/01/2024 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,,ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ,390.34,anonymous sponsor (empty sponsorAFMName)
Ψ6ΘΨ46904Χ-ΣΨ0,2024-01-09,ΧΕ Α/41 - 09/01/2024 ΥΠΕΡ ΤΑΥΦΕ,,ΥΠΕΡ ΤΑΥΦΕ,17.06,anonymous sponsor (empty sponsorAFMName)
ΨΩ3046904Χ-Σ4Ξ,2024-01-09,ΧΕ Α/40 - 09/01/2024 ΥΠΕΡ ΤΕΑΥΦΕ,,ΥΠΕΡ ΤΕΑΥΦΕ,68.24,anonymous sponsor (empty sponsorAFMName)
6Σ1Χ46904Χ-ΩΝΜ,2024-01-08,ΧΕ Α/39 - 08/01/2024 ΕΝΙΑΙΟ ΤΑΜ. ΕΠΙΚ. ΑΣΦ.-ΜΕΣΩ Ε.Α.Π.,,ΕΝΙΑΙΟ ΤΑΜ. ΕΠΙΚ. ΑΣΦ.-ΜΕΣΩ Ε.Α.Π.,3.46,anonymous sponsor (empty sponsorAFMName)
9ΚΗ846904Χ-55Υ,2024-01-08,ΧΕ Α/38 - 08/01/2024 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ-ΜΕΣΩ Ε.Α.Π.,,ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ-ΜΕΣΩ Ε.Α.Π.,738.57,anonymous sponsor (empty sponsorAFMName)
Ψ1ΑΑ46904Χ-ΔΣ8,2024-01-08,ΧΕ Α/37 - 08/01/2024 Μ.Τ.Π.Υ.-ΜΕΣΩ Ε.Α.Π.,,Μ.Τ.Π.Υ.-ΜΕΣΩ Ε.Α.Π.,705.15,anonymous sponsor (empty sponsorAFMName)
ΨΣΔΣ46904Χ-1ΤΤ,2024-01-08,ΧΕ Α/36 - 08/01/2024 ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,,ΕΛΛΗΝΙΚΟ ΔΗΜΟΣΙΟ- ΜΕΣΩ Ε.Α.Π.,12514.72,anonymous sponsor (empty sponsorAFMName)
