ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6ΤΡ146906Ψ-ΖΔ1,2023-08-20,ΠΛΗΡΩΜΗ,999516730,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ Γ Ν ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ Η ΑΓΙΑ ΒΑΡΒΑΡΑ,36548.23,self-referential (payroll/EFKA/FMY remittance)
Ψ9Γ346906Ψ-ΩΦΞ,2024-01-16,ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝΜΗΝΟΣ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
ΡΒΚ346906Ψ-70Ξ,2024-01-16,ΠΛΗΡΩΜΗ ΤΑΚΤΙΚΩΝ ΕΦΗΜΕΡΙΩΝ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
614Φ46906Ψ-ΠΦΜ,2023-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
9ΚΖΣ46906Ψ-61Ω,2024-01-12,ΠΛΗΡΩΜΗ ΚΡΑΤΗΣΕΩΝ ΚΕΦΑΛΑΙΩΝ ΔΙΚΑΣΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ,,,,no sponsor block
Ψ2Π346906Ψ-ΓΙΝ,2024-01-09,ΠΛΗΡΩΜΗ ΕΙΣΦΟΡΩΝ ΓΙΑ ΠΡΟΓΡΑΜ. ΑΠΑΣΧΟΛ ΜΑΚΡ/ΝΙΑ ΑΝΕΡΓΩΝ (ΟΑΕΔ) ΑΡΘΡ.64  Ν.4430/16 ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2023 ΔΗΜ.ΠΡΟΣΚΛΗΣΗ  Νο 13/2016 & Νο 10/2017,,,,no sponsor block
9ΛΩΓ46906Ψ-4ΙΛ,2024-01-09,ΑΠΟΔΟΣΗ ΤΩΝ ΥΠΕΡ ΔΗΜΟΣΙΟΥ ΚΡΑΤΗΣΕΩΝ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2023,,,,no sponsor block
9ΤΕ046906Ψ-ΖΦ0,2024-01-04,ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
ΨΩΕΑ46906Ψ-39Ι,2024-01-04,ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΣΕΠΤΕΜΒΡΙΟΥ 2023,,,,no sponsor block
9ΟΞ446906Ψ-ΠΣ6,2024-01-04,ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝ ΣΕΠΤΕΜΒΡΙΟΥ 2023,,,,no sponsor block
ΨΥΔΣ46906Ψ-0ΒΖ,2024-01-04,ΠΛΗΡΩΜΗ ΠΡΟΣΘΕΤΩΝ ΕΦΗΜΕΡΙΩΝ ΑΥΓΟΥΣΤΟΥ 2023,,,,no sponsor block
9ΜΞΞ46906Ψ-30Λ,2024-01-03,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΔΕΚΕΜΒΡΙΟΥ 2023,,,,no sponsor block
6Τ2946906Ψ-ΛΩΩ,2024-01-03,ΠΛΗΡΩΜΗ ΜΙΣΘΟΔΟΣΙΑΣ ΔΕΚΕΜΒΡΙΟΥ 2023 ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ,,,,no sponsor block
Ψ14546906Ψ-Ψ59,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΔΙΕ46906Ψ-ΠΥΥ,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
Ψ0Ω846906Ψ-ΟΦΗ,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΨΓΣ46906Ψ-62Τ,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
Ψ0ΗΧ46906Ψ-ΙΛΛ,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
9ΛΨΥ46906Ψ-Ν3Κ,2023-12-29,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΡΩ3Ε46906Ψ-ΕΦΗ,2023-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΨΦΟ46906Ψ-Ε5Τ,2023-12-27,ΠΛΗΡΩΜΗ,,,,no sponsor block
966Σ46906Ψ-Ζ55,2023-12-22,ΕΠΙΣΤΡΟΦΗ ΑΧΡΕΩΣΤΗΤΩΣ ΚΑΤΑΒΛΗΘΕΝΤΩΝ ΠΟΣΩΝ -ΤΑΚΤΟΠΟΙΗΣΗ ΑΥΤΩΝ ΣΤΟ ΠΡΟΓΡΑΜΜΑ ΕΣΠΑ ΣΑΕ 085/1,,,,no sponsor block
6ΜΠ846906Ψ-ΒΤ6,2023-12-14,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Ρ2346906Ψ-Ψ59,2023-12-14,ΠΛΗΡΩΜΗ ΕΣΠΑ,,,,no sponsor block
6Ξ8246906Ψ-1ΛΣ,2023-12-14,ΠΛΗΡΩΜΗ ΥΠΕΡΩΡΙΑΚΗΣ ΕΡΓΑΣΙΑΣ ΜΗΝΟΣ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
ΡΩΗ346906Ψ-ΓΚΧ,2023-12-13,ΠΛΗΡΩΜΗ ΔΙΚΑΣΤΙΚΗΣ ΑΠΟΦΑΣΗΣ Α2099/22 ΚΕΦΑΛΑΙΟ ΚΑΙ ΤΟΚΟΙ,,,,no sponsor block
9Ι4646906Ψ-ΝΤΘ,2023-12-13,ΠΛΗΡΩΜΗ ΕΦΗΜΕΡΙΩΝ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
66Ο746906Ψ-ΡΨΕ,2023-12-08,ΑΠΟΔΟΣΗ ΤΩΝ ΥΠΕΡ ΔΗΜΟΣΙΟΥ ΚΡΑΤΗΣΕΩΝ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
6ΗΨΓ46906Ψ-ΝΛΧ,2023-12-08,ΠΛΗΡΩΜΗ ΔΗΜ.ΠΡΟΣΚΛΗΣΗΣ ΟΑΕΔ 10 & 13,,,,no sponsor block
ΩΧΑ546906Ψ-ΑΗΔ,2023-12-05,ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡ. ΜΗΝΟΣ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
ΨΚΧΙ46906Ψ-ΓΝΣ,2023-12-04,ΠΛΗΡΩΜΗ ΓΙΑ ΑΠΟΖΗΜΙΩΣΗ ΕΚΤΟΣ ΕΔΡΑΣ ΤΟΥ ΚΕΝΤΡΟΥ ΑΙΜΟΔΟΣΙΑΣ ΣΤΗ ΝΑΞΟ ΑΠΟ 10/12/23 ΕΩΣ 15/12/23,,,,no sponsor block
Ψ5ΦΦ46906Ψ-6ΗΡ,2023-12-01,ΠΛΗΡΩΜΗ ΜΙΣΘΟΔΟΣΙΑΣ ΕΠΙΚ.ΠΡΟΣ.ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
ΡΠΚ846906Ψ-ΖΕΕ,2023-11-30,ΠΛΗΡΩΜΗ ΜΙΣΘΟΔΟΣΙΑ ΕΣΠΑ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
9ΗΖΤ46906Ψ-ΠΜ4,2023-11-30,ΠΛΗΡΩΜΗ ΜΙΣΘΟΔΟΣΙΑΣ ΜΗΝΟΣ ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
Ψ66Δ46906Ψ-ΦΩΔ,2023-11-28,ΠΛΗΡΩΜΗ ΓΙΑ ΕΞΟΔΑ ΜΕΤΑΚΙΝΗΣΗΣ ΙΑΤΡΟΥ ΕΣΥ,,,,no sponsor block
6ΦΝ646906Ψ-ΣΤΖ,2023-11-28,ΠΛΗΡΩΜΗ ΓΙΑ ΔΑΠΑΝΗ ΕΙΔΙΚΟΥ ΤΕΛΟΥΣ ΕΠΙ ΕΚΑΣΤΗΣ ΣΥΜΒΑΣΗΣ ΠΟΥ ΑΦΟΡΑ ΣΕ ΔΙΑΓΩΝΙΣΜΟΥΣ ΑΠΟ ΕΚΑΠΥ,,,,no sponsor block
ΩΝΚ046906Ψ-ΑΨΟ,2023-11-27,ΠΛΗΡΩΜΗ ΚΡΑΤΗΣΕΩΝ ΜΙΣΘΟΔΟΣΙΑΣ ΝΟΕΜΒΡΙΟΥ 2023,,,,no sponsor block
91ΑΘ46906Ψ-ΛΧΝ,2023-11-24,ΠΛΗΡΩΜΗ,,,,no sponsor block
9Ν1Σ46906Ψ-Ν37,2023-11-20,ΠΛΗΡΩΜΗ ΓΙΑ ΑΠΟΖΗΜΙΩΣΗ ΕΚΤΟΣ ΕΔΡΑΣ ΤΟΥ Κ. ΑΙΜΟΔΟΣΙΑΣ ΣΤΗΝ ΑΝΔΡΟ ΑΠΟ 27/11/23 ΕΩΣ 30/11/23,,,,no sponsor block
9ΙΛΡ46906Ψ-ΘΘΔ,2023-11-16,ΠΛΗΡΩΜΗ ΥΠΕΡΩΡΙΑΚΗΣ ΕΡΓΑΣΙΑΣ ΕΣΠΑ,,,,no sponsor block
Ω81Ψ46906Ψ-7ΥΒ,2023-11-16,ΠΛΗΡΩΜΗ ΥΠΕΡΩΡΙΩΝ ΣΕΠΤΕΜΒΡΙΟΥ 2023,,,,no sponsor block
ΩΧ9Ν46906Ψ-ΡΧ4,2023-11-15,ΠΛΗΡΩΜΗ ΕΦΗΜΕΡΙΩΝ ΣΕΠΤΕΜΒΡΙΟΥ 2023,,,,no sponsor block
ΨΥΠΑ46906Ψ-Ρ6Κ,2023-11-15,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΖΚΣ46906Ψ-13Ω,2023-11-14,ΠΛΗΡΩΜΗ ΓΙΑ ΕΞΟΔΑ ΚΗΔΕΙΑΣ,,,,no sponsor block
6ΩΥΥ46906Ψ-8ΝΜ,2023-11-10,ΠΛΗΡΩΜΗ ΔΗΜ.ΠΡΟΣΚΛΗΣΗΣ ΟΑΕΔ Νο 10 ΚΑΙ Νο 13,,,,no sponsor block
ΨΜ6Θ46906Ψ-3ΗΑ,2023-11-10,ΠΛΗΡΩΜΗ ΕΦΗΜΕΡΙΩΝ Ν.4850/21 ΑΠΡΙΛΙΟΥ-ΑΥΓΟΥΣΤΟΥ 2023,,,,no sponsor block
ΨΦΠΡ46906Ψ-ΞΓΟ,2023-11-10,ΑΠΟΔΟΣΗ ΤΩΝ ΥΠΕΡ ΔΗΜΟΣΙΟΥ ΚΡΑΤΗΣΕΩΝ ΜΗΝΟΣ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
958Π46906Ψ-ΞΗΑ,2023-11-07,ΠΛΗΡΩΜΗ ΑΠΟΔΟΧΩΝ ΟΚΤΩΒΡΙΟΥ 2023,,,,no sponsor block
ΨΥΧΤ46906Ψ-ΙΧ2,2023-11-07,ΠΛΗΡΩΜΗ,,,,no sponsor block
612Δ46906Ψ-Ζ56,2023-11-03,ΠΛΗΡΩΜΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΣΕΠΤΕΜΒΡΙΟΥ 2023,,,,no sponsor block
63ΛΧ46906Ψ-25Β,2023-11-03,ΠΛΗΡΩΜΗ ΜΙΣΘΟΔΟΣΙΑΣ,,,,no sponsor block
6Μ9Π46906Ψ-Η67,2023-11-02,ΠΛΗΡΩΜΗ,,,,no sponsor block
9ΨΨΚ46906Ψ-874,2023-11-02,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΨΕ0Δ46906Ψ-ΠΔ9,2023-11-01,ΠΛΗΡΩΜΗ,,,,no sponsor block
ΩΝΑΧ46906Ψ-2ΡΤ,2023-10-31,ΠΛΗΡΩΜΗ,,,,no sponsor block
6ΣΠΚ46906Ψ-0Ρ9,2023-10-31,ΠΛΗΡΩΜΗ,,,,no sponsor block
