ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
6ΥΕΧ46906Γ-ΓΙΚ,2021-12-01,ΠΛΗΡΩΜΗ ΤΙΜΟΛΟΓΙΟΥ,997799268,DRAEGER HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΡΕΙΑ ΙΑΤΡΟΤΕΧΝΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΠΡΟΙΟΝΤΩΝ ΤΕΧΝΙΚΗΣ ΑΣΦΑΛΕΙΑΣ,86518.6,33157400-9,2340802001
9ΛΠΔ46906Γ-ΣΦΣ,2024-06-06,ΠΡΟΜΗΘΕΙΑ ΜΗΧΑΝΙΚΟΥ ΚΑΙ ΛΟΙΠΟΥ ΚΕΦΑΛΑΙΟΧΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ ΠΔΕ,094505063,ΠΕΙΡΑΙΩΣ FACTORING ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΠΡΑΚΤΟΡΕΙΑΣ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΑΠΑΙΤΗΣΕΩΝ,126542.0,,
6Υ4346906Γ-0ΝΡ,2024-03-01,ΗΛΕΚΤΡΙΚΕΣ ΚΛΙΝΕΣ,999495127,ΛΕΩΝΙΔΑΣ ΨΗΛΙΑΚΟΣ ΚΑΙ ΣΙΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,33095.6,,
9ΘΒ446906Γ-Ρ0Ξ,2025-04-04,ΧΕΠ Α1-Α3,999021038,ΚΟΙΝΩΝΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΤΟΜΕΑ ΨΥΧΙΚΗΣ ΥΓΕΙΑΣ ΝΟΜΟΥ ΑΧΑΙΑΣ ΦΑΡΟΣ,65248.38,,0843β
ΡΞ1Ω46906Γ-Μ3Ε,2025-09-08,ΧΕ 424/2025,094014213,ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ ΑΕ,0.6,,0899α
ΨΕΝΒ46906Γ-ΠΟΓ,2025-09-08,ΧΕ Β 516/2025,996763330,ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,120.0,,0899α
9ΡΩΤ46906Γ-ΧΚΛ,2025-09-08,ΧΕΠ Β.515/2025,094019245,ΟΡΓΑΝΙΣΜΟΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΤΗΣ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,2795.56,,0832α
ΨΑΛ346906Γ-ΚΤΒ,2025-09-08,ΧΕΠ Β.513/2025,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,2255.0,,0842α
Ψ6ΦΠ46906Γ-ΞΧΕ,2025-09-08,ΧΕΠ Β.512/2025,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,169259.0,,0842α
ΨΑΝΟ46906Γ-0ΙΚ,2025-09-08,ΧΕΠ Β.511/2025,094019245,ΟΡΓΑΝΙΣΜΟΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΤΗΣ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,43.93,,0832α
Ψ4Σ946906Γ-ΧΚΑ,2025-09-08,ΧΕΠ Β.510/2025,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,1768.0,,0842α
915Π46906Γ-Λ07,2025-09-08,ΧΕΠ B.448/2025,997992818,ΔΗΜΟΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΥΔΡΕΥΣΗΣ ΑΠΟΧΕΤΕΥΣΗΣ ΠΑΤΡΑΣ ΔΕΥΑΠ,729.3,,0841α
9Λ2Θ46906Γ-Κ2Χ,2025-09-08,ΧΕΠ Β.447/2025,090000045,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,1043.0,,0842α
ΨΙΑΚ46906Γ-ΘΒ8,2025-09-05,ΧΕΠ Α.2775-2778,801028069,I M I  INFINITY SURGICAL INNOVATIONS ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,23809.1,,1311στ
ΨΙΑΚ46906Γ-ΘΒ8,2025-09-05,ΧΕΠ Α.2775-2778,999307110,ΚΑΛΤΕΚ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,45596.49,,1311στ
ΨΙΑΚ46906Γ-ΘΒ8,2025-09-05,ΧΕΠ Α.2775-2778,999307110,ΚΑΛΤΕΚ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,38626.28,,"1311στ,1313στ"
