ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
ΨΨ0Ε46904Ε-Μ6Ο,2021-12-22,ΕΠΙΣΤΡ.ΧΡΗΜΑΤΩΝ ΕΠΙΧΟΡΗΓΗΣΗΣ ΠΟΥ ΔΕΝ ΑΠΟΡΡΟΦΗΘΗΚΑΝ ΑΔΙΑΘΕΤΑ  ΥΠΟΛΟΙΠΑ ΝΟΜΙΚΩΝ ΠΡΟΣΩΠΩΝ,094014213,ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ ΑΕ,863.98,,
6ΕΦΜ46904Ε-Ν1Ρ,2021-12-09,ΠΡΟΜΗΘΕΙΑ ΨΗΦΙΑΚΟΥ ΜΑΣΤΟΓΡΑΦΟΥ ΜΕ ΤΟΜΟΣΥΝΘΕΣΗ  ΟΠΣ 5043340 ΕΝΑΡΙΘΜΟΣ 2019ΕΠ08510050,095029193,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ  ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΚΑΙ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΙΑΤΡΙΚΩΝ ΕΡΓΑΛΕΙΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ,247380.0,33124120-2,2340302001
ΩΑΒΓ46904Ε-ΠΚΔ,2021-12-09,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3173 -06/12/2021,095029193,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ  ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΚΑΙ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΙΑΤΡΙΚΩΝ ΕΡΓΑΛΕΙΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ,247380.0,,
67ΑΜ46904Ε-ΘΩΖ,2022-05-06,ΠΡΟΜΗΘΕΙΑ ΥΠΕΡΗΧΟΤΟΜΟΓΡΑΦΟΥ ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ ΤΡΟΧΗΛΑΤΟΥ ΟΠΣ:5043340 ΜΕ ΕΝΑΡΙΘΜΟ 2019ΕΠΟ8510050 ΕΣΠΑ,094472918,GE HEALTHCARE ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,49848.0,33112000-8,2340302001
61ΖΖ46904Ε-3ΦΕ,2022-05-06,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 358-03/05/2022,094472918,GE HEALTHCARE ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,49848.0,,
6ΖΚΔ46904Ε-Η3Τ,2022-08-11,bbd,093628458,BBD ΝΙΚΟΛΑΟΣ ΛΑΙΝΙΩΤΗΣ ΑΕΒΕ ΠΑΡΑΓΩΓΗ ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΥΓΕΙΟΝΟΜΙΚΟΥ ΥΛΙΚΟΥ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,920.92,,1311α
ΩΧΛΙ46904Ε-ΨΘΛ,2023-04-05,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 242 -03/04/2023,095701940,ΑΛΚΩΝ ΜΕΛΕΤΗΤΙΚΗ ΕΠΕ,94495.69,,
6ΕΨΠ46904Ε-6ΤΙ,2023-04-05,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 243-03/04/2023,045970940,"ΑΝΔΡΟΝΟΠΟΥΛΟΣ,,ΠΑΝΑΓΙΩΤΗΣ,ΒΑΣΙΛΕΙΟΣ",3114.38,,
6ΖΗΣ46904Ε-ΓΜΝ,2023-04-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 244-03/04/2023,034811634,"ΣΑΡΛΗΣ,,ΤΙΜΟΛΕΩΝ,ΓΕΩΡΓΙΟΣ",10381.28,,
Ψ6ΓΘ46904Ε-ΣΨ8,2025-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ,999508858,MENTORING ΥΠΗΡΕΣΙΕΣ ΕΠΙΧΕΙΡΗΜΑΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,6268.5,,
ΨΤΨ646904Ε-1ΙΩ,2025-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ,999508858,MENTORING ΥΠΗΡΕΣΙΕΣ ΕΠΙΧΕΙΡΗΜΑΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,14626.49,,
Ψ5ΑΣ46904Ε-Φ89,2025-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ,801554101,MENTORING INNOVATION DEVELOPMENT AND ADVISORY SERVICES ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε,14626.5,,
6ΓΙΗ46904Ε-ΜΒ3,2025-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ,801554101,MENTORING INNOVATION DEVELOPMENT AND ADVISORY SERVICES ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε,34128.5,,
