ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΤΒΔ46904Ε-ΗΥΚ,2021-12-22,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3404-21/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,788.14,self-referential (payroll/EFKA/FMY remittance)
Ψ12Α46904Ε-ΠΔΥ,2021-12-22,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3405-21/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,1494.98,self-referential (payroll/EFKA/FMY remittance)
Ω8ΒΖ46904Ε-ΔΨ4,2021-12-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3320-06/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,464.03,self-referential (payroll/EFKA/FMY remittance)
6ΨΞ746904Ε-7ΕΠ,2021-12-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3313-06/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,278.10,self-referential (payroll/EFKA/FMY remittance)
625Ο46904Ε-6ΨΤ,2021-12-16,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3300-06/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,606.21,self-referential (payroll/EFKA/FMY remittance)
6ΝΙΗ46904Ε-ΦΝΠ,2021-12-09,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3177-07/12/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,261.12,self-referential (payroll/EFKA/FMY remittance)
Ψ6Σ846904Ε-0Δ9,2021-11-08,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2973-08/11/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,1383.70,self-referential (payroll/EFKA/FMY remittance)
ΨΕΚΛ46904Ε-Η6Υ,2021-11-08,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2972-08/11/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,589.07,self-referential (payroll/EFKA/FMY remittance)
95ΛΝ46904Ε-ΠΔΞ,2021-11-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2929-27/10/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,33117.93,self-referential (payroll/EFKA/FMY remittance)
ΩΤΠ146904Ε-ΚΧ8,2021-10-07,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2755-05/10/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,317.54,self-referential (payroll/EFKA/FMY remittance)
9ΠΡΗ46904Ε-ΒΧΔ,2021-10-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2719-30/09/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,1334.32,self-referential (payroll/EFKA/FMY remittance)
Ω5Ω546904Ε-ΣΗΦ,2021-10-04,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2732-01/10/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,750.66,self-referential (payroll/EFKA/FMY remittance)
ΨΟ3646904Ε-959,2021-10-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2518-1-01/10/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,320.65,self-referential (payroll/EFKA/FMY remittance)
ΩΤΟΝ46904Ε-4Ι9,2021-09-29,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 184-28/09/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,98.83,self-referential (payroll/EFKA/FMY remittance)
6ΔΧΜ46904Ε-Σ0Α,2021-09-29,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 78-28/09/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,34.11,self-referential (payroll/EFKA/FMY remittance)
ΨΦ3Η46904Ε-ΝΙ5,2021-09-29,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 76-28/09/2021,999332744,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ ΑΛΕΞΑΝΔΡΑ,72.94,self-referential (payroll/EFKA/FMY remittance)
