ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
Ψ15Ω4690ΒΒ-3Η3,2021-12-21,ΑΠΟ Χ.Ε 1822 Σ.Α/2021 ΕΑΠ,,,5.65,anonymous sponsor (empty sponsorAFMName)
Ψ15Ω4690ΒΒ-3Η3,2021-12-21,ΑΠΟ Χ.Ε 1822 Σ.Α/2021 ΕΑΠ,,,111.79,anonymous sponsor (empty sponsorAFMName)
6ΔΞΛ4690ΒΒ-ΠΒ3,2021-12-21,ΑΠΟ Χ.Ε 1821 Σ.Α/2021 ΣΥΡΙΟΠΟΥΛΟΣ ΔΗΜΟΣΘΕΝΗΣ,,,564.58,anonymous sponsor (empty sponsorAFMName)
ΨΓΔΗ4690ΒΒ-ΕΣΓ,2021-12-21,ΑΠΟ Χ.Ε 1820 Σ.Α/2021 ΧΑΡΟΥ ΕΛΕΝΗ κ.λ.π,,,113.42,anonymous sponsor (empty sponsorAFMName)
60Ν14690ΒΒ-ΦΨΥ,2021-12-21,ΑΠΟ Χ.Ε 1819 Σ.Α/2021 ΓΑΡΟΥΦΗ ΣΤΑΜΑΤΙΑ κ.λ.π,,,2023.57,anonymous sponsor (empty sponsorAFMName)
60Ν14690ΒΒ-ΦΨΥ,2021-12-21,ΑΠΟ Χ.Ε 1819 Σ.Α/2021 ΓΑΡΟΥΦΗ ΣΤΑΜΑΤΙΑ κ.λ.π,,,156.16,anonymous sponsor (empty sponsorAFMName)
ΩΥΔΘ4690ΒΒ-ΩΙΤ,2021-12-21,ΑΠΟ Χ.Ε 1818 Σ.Α/2021 ΖΑΧΑΡΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ κ.λ.π,,,1133.89,anonymous sponsor (empty sponsorAFMName)
ΩΥΔΘ4690ΒΒ-ΩΙΤ,2021-12-21,ΑΠΟ Χ.Ε 1818 Σ.Α/2021 ΖΑΧΑΡΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ κ.λ.π,,,41.71,anonymous sponsor (empty sponsorAFMName)
ΨΚΑ54690ΒΒ-ΙΣΜ,2021-12-20,ΑΠΟ Χ.Ε 1737 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ 11ος 2021,,,102.21,anonymous sponsor (empty sponsorAFMName)
ΨΚΑ54690ΒΒ-ΙΣΜ,2021-12-20,ΑΠΟ Χ.Ε 1737 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ 11ος 2021,,,2.36,anonymous sponsor (empty sponsorAFMName)
6ΖΚΘ4690ΒΒ-Δ99,2021-12-20,ΑΠΟ Χ.Ε 1736 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ 11ος 2021,,,46.20,anonymous sponsor (empty sponsorAFMName)
6ΖΚΘ4690ΒΒ-Δ99,2021-12-20,ΑΠΟ Χ.Ε 1736 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ 11ος 2021,,,22723.95,anonymous sponsor (empty sponsorAFMName)
6ΖΚΘ4690ΒΒ-Δ99,2021-12-20,ΑΠΟ Χ.Ε 1736 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ 11ος 2021,,,436.58,anonymous sponsor (empty sponsorAFMName)
6ΨΠΚ4690ΒΒ-9Ψ8,2021-12-20,ΑΠΟ Χ.Ε 1739 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1720-1726,,,1497.11,anonymous sponsor (empty sponsorAFMName)
6ΨΠΚ4690ΒΒ-9Ψ8,2021-12-20,ΑΠΟ Χ.Ε 1739 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1720-1726,,,801.21,anonymous sponsor (empty sponsorAFMName)
6ΨΠΚ4690ΒΒ-9Ψ8,2021-12-20,ΑΠΟ Χ.Ε 1739 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1720-1726,,,16703.86,anonymous sponsor (empty sponsorAFMName)
ΨΚΧ84690ΒΒ-ΝΝΑ,2021-12-20,ΑΠΟ Χ.Ε 1738 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1706-1719,,,2192.60,anonymous sponsor (empty sponsorAFMName)
ΨΚΧ84690ΒΒ-ΝΝΑ,2021-12-20,ΑΠΟ Χ.Ε 1738 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1706-1719,,,1871.29,anonymous sponsor (empty sponsorAFMName)
ΨΚΧ84690ΒΒ-ΝΝΑ,2021-12-20,ΑΠΟ Χ.Ε 1738 Σ.Α /2021 ΑΠΟΔΟΣΗ ΚΡΑΤΗΣΕΩΝ Χ.Ε 1706-1719,,,38605.41,anonymous sponsor (empty sponsorAFMName)
6Β674690ΒΒ-ΘΚΓ,2021-12-16,ΑΠΟ Χ.Ε 1722 Σ.Α/2021  ΑΝΔΡΕΑ ΒΑΣΙΛΙΚΗ   κ.λ.π.,,,896.90,anonymous sponsor (empty sponsorAFMName)
6Β674690ΒΒ-ΘΚΓ,2021-12-16,ΑΠΟ Χ.Ε 1722 Σ.Α/2021  ΑΝΔΡΕΑ ΒΑΣΙΛΙΚΗ   κ.λ.π.,,,714.38,anonymous sponsor (empty sponsorAFMName)
Ψ4ΥΒ4690ΒΒ-ΒΗΖ,2021-12-16,ΑΠΟ Χ.Ε 1721 Σ.Α/2021  ΑΒΡΑΜΠΟΥ ΣΤΑΜΑΤΙΑ  κ.λ.π.,,,1144.44,anonymous sponsor (empty sponsorAFMName)
Ψ9604690ΒΒ-ΔΚ5,2021-12-16,ΑΠΟ Χ.Ε 1720 Σ.Α/2021  ΑΘΑΝΑΣΙΟΥ ΑΝΑΣΤΑΣΙΑ κ.λ.π.,,,146.17,anonymous sponsor (empty sponsorAFMName)
Ψ9604690ΒΒ-ΔΚ5,2021-12-16,ΑΠΟ Χ.Ε 1720 Σ.Α/2021  ΑΘΑΝΑΣΙΟΥ ΑΝΑΣΤΑΣΙΑ κ.λ.π.,,,39662.05,anonymous sponsor (empty sponsorAFMName)
9ΒΜΖ4690ΒΒ-ΧΔΤ,2021-12-16,ΑΠΟ Χ.Ε 1726 Σ.Α/2021  ΑΘΑΝΑΣΙΟΥ ΑΝΑΣΤΑΣΙΑ κ.λ.π.,,,708.51,anonymous sponsor (empty sponsorAFMName)
9ΒΜΖ4690ΒΒ-ΧΔΤ,2021-12-16,ΑΠΟ Χ.Ε 1726 Σ.Α/2021  ΑΘΑΝΑΣΙΟΥ ΑΝΑΣΤΑΣΙΑ κ.λ.π.,,,34324.81,anonymous sponsor (empty sponsorAFMName)
ΨΧ874690ΒΒ-4ΜΙ,2021-12-16,ΑΠΟ Χ.Ε 1725 Σ.Α/2021 ΑΒΡΑΜΠΟΥ ΣΤΑΜΑΤΙΑ  κ.λ.π.,,,862.85,anonymous sponsor (empty sponsorAFMName)
6Ι6Ν4690ΒΒ-ΒΝ4,2021-12-16,ΑΠΟ Χ.Ε 1724 Σ.Α/2021 ΓΙΑΝΝΟΥΛΗ ΠΑΝΑΓΙΩΤΑ κ.λ.π.,,,12.24,anonymous sponsor (empty sponsorAFMName)
6Ι6Ν4690ΒΒ-ΒΝ4,2021-12-16,ΑΠΟ Χ.Ε 1724 Σ.Α/2021 ΓΙΑΝΝΟΥΛΗ ΠΑΝΑΓΙΩΤΑ κ.λ.π.,,,250.46,anonymous sponsor (empty sponsorAFMName)
90ΟΘ4690ΒΒ-Ψ5Ζ,2021-12-16,ΑΠΟ Χ.Ε 1723 Σ.Α/2021 ΒΑΙΤΣΗ ΑΝΤΩΝΙΑ κ.λ.π.,,,500.80,anonymous sponsor (empty sponsorAFMName)
90ΟΘ4690ΒΒ-Ψ5Ζ,2021-12-16,ΑΠΟ Χ.Ε 1723 Σ.Α/2021 ΒΑΙΤΣΗ ΑΝΤΩΝΙΑ κ.λ.π.,,,527.82,anonymous sponsor (empty sponsorAFMName)
ΩΞΩΣ4690ΒΒ-734,2021-12-16,ΑΠΟ Χ.Ε 1719 Σ.Α/2021 ΒΡΕΤΤΟΣ ΚΩΝ/ΝΟΣ  κ.λ.π,,,5159.67,anonymous sponsor (empty sponsorAFMName)
Ω2Ζ84690ΒΒ-ΣΕ7,2021-12-16,ΑΠΟ  Χ.Ε 1718 Σ.Α/2021 ΑΝΤΟΝΙ ΔΗΜΗΤΡΑ κ.λ.π,,,1433.52,anonymous sponsor (empty sponsorAFMName)
Ω2Ζ84690ΒΒ-ΣΕ7,2021-12-16,ΑΠΟ  Χ.Ε 1718 Σ.Α/2021 ΑΝΤΟΝΙ ΔΗΜΗΤΡΑ κ.λ.π,,,350.55,anonymous sponsor (empty sponsorAFMName)
