ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
Ψ23Ξ46907Τ-ΡΛΙ,2023-01-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 32-19/01/2023,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,10451.33,,
ΨΖ3446907Τ-0ΛΖ,2023-01-19,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 14-18/01/2023,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,203874.45,,
6ΙΖ146907Τ-ΥΕ7,2023-08-08,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2398-07/08/2023,094472918,GE HEALTHCARE ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,1652.08,,
6ΝΚΥ46907Τ-Φ0Ζ,2023-08-08,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2400-07/08/2023,094025805,ΑΓΚΦΑ  ΓΚΕΒΕΡΤ  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΟΣ   ΕΜΠΟΡΙΚΗ ΚΑΙ  ΒΙΟΜΗΧΑΝΙΚΗ  ΕΤΑΙΡΕΙΑ,5288.29,,
6ΧΒ546907Τ-23Ρ,2023-08-07,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2314-31/07/2023,094472918,GE HEALTHCARE ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ,48319.92,,
ΨΩΝ946907Τ-ΡΥ1,2023-08-07,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2315-31/07/2023,094025805,ΑΓΚΦΑ  ΓΚΕΒΕΡΤ  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΟΣ   ΕΜΠΟΡΙΚΗ ΚΑΙ  ΒΙΟΜΗΧΑΝΙΚΗ  ΕΤΑΙΡΕΙΑ,154671.71,,
99ΒΕ46907Τ-12Β,2023-08-02,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2330-01/08/2023,094456875,SIEMENS HEALTHCARE ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,22628.53,,
Ψ0ΙΠ46907Τ-ΟΟΩ,2023-08-01,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2264-25/07/2023,094456875,SIEMENS HEALTHCARE ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,656891.47,,
Ψ9ΥΖ46907Τ-ΔΞΞ,2023-07-31,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2313-28/07/2023,095279575,ΓΕΤΡΙΜΕΝΤ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΕΠΕ,3443.54,,
9ΩΗΔ46907Τ-ΒΤ4,2023-07-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2306-27/07/2023,094504367,ΕΝΔΟΣΚΟΠΙΚΗ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,1844.76,,
9Λ3Θ46907Τ-ΙΗΒ,2023-07-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2304-27/07/2023,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,4628.28,,
ΨΞΖΣ46907Τ-ΣΓ4,2023-07-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2270-26/07/2023,095279575,ΓΕΤΡΙΜΕΝΤ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΕΠΕ,100716.46,,
ΨΤΔ246907Τ-Θ9Κ,2023-07-27,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2297-26/07/2023,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,9662.6,,
9ΛΒΝ46907Τ-Κ1Ω,2023-07-27,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2282-26/07/2023,094504367,ΕΝΔΟΣΚΟΠΙΚΗ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,53955.24,,
65Μ846907Τ-ΘΔ6,2023-07-27,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2280-26/07/2023,094041553,DEMO ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΩΝ,135367.72,,
6ΞΚ146907Τ-ΙΨ7,2023-07-26,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2242-20/07/2023,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,188488.58,,
607Θ46907Τ-ΣΔΖ,2023-10-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 3135-17/10/2023,041001511,"ΜΗΝΑ,,ΑΔΑΜΑΝΤΙΑ,ΙΩΑΝΝΗΣ",4488.91,,
ΩΝΩΥ46907Τ-Ω0Α,2023-10-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2850-25/09/2023,041001511,"ΜΗΝΑ,,ΑΔΑΜΑΝΤΙΑ,ΙΩΑΝΝΗΣ",131291.09,,
92ΙΒ46907Τ-3Μ4,2023-09-26,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2872-26/09/2023,801420577,ΜΑΜΑΛΙΓΚΑΣ Γ    ΣΙΑ Ε Ε,1486.88,,
6ΓΥΟ46907Τ-ΘΝΥ,2023-09-26,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2849-25/09/2023,801420577,ΜΑΜΑΛΙΓΚΑΣ Γ    ΣΙΑ Ε Ε,43487.92,,
923346907Τ-41Ε,2023-09-18,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2831-18/09/2023,800739459,ΒΑΡΩΝΟΣ ΑΓΑΜ ΚΑΙ ΣΙΑ Ο Ε,18402.46,,
62Β146907Τ-Δ24,2023-09-18,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2316-31/07/2023,800739459,ΒΑΡΩΝΟΣ ΑΓΑΜ ΚΑΙ ΣΙΑ Ο Ε,538233.54,,
97ΧΑ46907Τ-Υ9Δ,2023-09-08,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2688-07/09/2023,998361490,KARL STORZ ENDOSKOPE GREECE GMBH ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,1548.89,,
99ΦΕ46907Τ-9ΔΗ,2023-09-07,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 2317-31/07/2023,998361490,KARL STORZ ENDOSKOPE GREECE GMBH ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,45301.91,,
ΨΒΣ146907Τ-ΑΡΚ,2024-05-29,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1556-28/05/2024,998860010,ICON DYNAMICS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,3267.27,,
6Ν4Β46907Τ-ΖΤ6,2024-05-29,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1558-28/05/2024,095674169,ΚΡΗΤΙΚΟΣ ΙΩΑΝΝΗΣ ΡΩΜΑΝΙΑΣ ΣΤΥΛΙΑΝΟΣ MEDICAL SYSTEM  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,1024.86,,
6ΝΦ046907Τ-ΕΣΖ,2024-05-28,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1493-16/05/2024,095674169,ΚΡΗΤΙΚΟΣ ΙΩΑΝΝΗΣ ΡΩΜΑΝΙΑΣ ΣΤΥΛΙΑΝΟΣ MEDICAL SYSTEM  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,29975.14,,
ΨΡΣΓ46907Τ-ΝΓ0,2024-05-27,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 1492-16/05/2024,998860010,ICON DYNAMICS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,95560.73,,
6ΥΞ346907Τ-ΞΤΥ,2024-02-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 635-20/02/2024,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,8097.19,,
6ΗΨΝ46907Τ-ΥΚ4,2024-02-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 438-08/02/2024,095077990,ΤΑΠΕΝ ΕΜΠΟΡΙΑ ΔΑΠΕΔΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,157952.12,,
