month,n_payments,total_eur
2021-08,80,254541.19
2021-09,187,1397067.85
2021-10,230,832711.3
2021-11,261,1748052.59
2021-12,232,1912996.06
2022-01,30,1292849.51
2022-02,11,106848.32
2022-03,319,1392167.13
2022-04,206,1016132.97
2022-05,399,1505015.91
2022-06,131,832053.29
2022-07,8,147389.68
2022-08,235,1337885.22
2022-09,185,925187.35
2022-10,408,2551121.47
2022-11,539,3048701.41
2022-12,111,871042.09
2023-01,3,556.23
2023-02,148,4658360.56
2023-03,172,1965617.36
2023-04,304,1723604.03
2023-05,481,3275815.24
2023-06,416,3811534.36
2023-07,208,978459.48
2023-08,132,1384590.7
2023-09,91,334926.85
2023-10,99,894707.81
2023-11,401,1660308.72
2023-12,120,587792.28
2024-01,41,493075.13
2024-02,285,2052447.39
2024-03,322,1210824.89
2024-04,318,1871682.71
2024-05,256,1718508.66
2024-06,321,1666777.46
2024-07,139,747202.04
2024-08,241,1254814.08
2024-09,25,80434.55
2024-10,463,2541002.08
2024-11,196,1043614.19
2024-12,181,1248884.75
2025-01,6,2218.9
2025-02,321,11362672.13
2025-03,81,439996.8
2025-04,289,1820467.54
2025-05,200,1193881.5
2025-06,402,3786662.52
2025-07,243,1671724.84
2025-08,416,3375864.18
2025-09,230,1130356.33
2025-10,503,2629260.58
2025-11,59,976107.64
2025-12,297,1808674.33
2026-02,206,1181762.34
2026-03,338,1739813.13
2026-04,294,2096861.47
2026-05,298,2022392.53
2026-06,198,1219723.51
2026-07,282,1490464.52
2026-08,1,8531.2
