ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
Ψ49Φ46906Ω-6Ν9,2021-12-27,ΧΕ 2420Α/2021,,,,no sponsor block
9ΟΡ646906Ω-ΛΤΛ,2021-12-27,ΧΕ 2419Α/2021,,,,no sponsor block
ΨΒΝ146906Ω-0ΗΛ,2021-12-27,ΧΕ 2417Α/2021,,,,no sponsor block
6ΘΝΓ46906Ω-03Κ,2021-12-27,ΧΕ 2414Α/2021,,,,no sponsor block
6ΖΡΓ46906Ω-Υ4Π,2021-12-24,ΚΟΙΝΟΧΡΗΣΤΑ ΒΗΛΑΡΑ 45 Β/2 ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
60Β046906Ω-ΑΝ9,2021-12-24,ΚΟΙΝΟΧΡΗΣΤΑ ΒΗΛΑΡΑ 45 Α/5 ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
Ψ5Α246906Ω-5ΚΘ,2021-12-24,ΚΟΙΝΟΧΡΗΣΤΑ Ν.ΖΕΡΒΑ 2 Δ/26 ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
Ψ8ΣΡ46906Ω-ΓΤΣ,2021-12-24,ΚΟΙΝΟΧΡΗΣΤΑ Ν.ΖΕΡΒΑ 2 Δ/16 ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΩΥΩΑ46906Ω-ΛΘ4,2021-12-22,ΧΕ 1393Α/2021,998980227,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΙΩΑΝΝΙΝΩΝ Γ ΧΑΤΖΗΚΩΣΤΑ,17572.40,self-referential (payroll/EFKA/FMY remittance)
ΨΖΨΦ46906Ω-Ο2Τ,2021-12-20,ΧΕ 2389Α/2021,,,,no sponsor block
ΨΣΞΕ46906Ω-ΩΧΥ,2021-12-20,ΕΙΣΦΟΡΕΣ ΦΜΥ ΑΠΟ ΑΡΓΙΕΣ-ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΩΔΝΜ46906Ω-5Α7,2021-12-20,ΕΙΣΦΟΡΕΣ ΦΜΥ ΑΠΟ ΑΡΓΙΕΣ-ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6Η9Δ46906Ω-ΣΛΔ,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΗΠΟ46906Ω-ΖΩΘ,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
9Ρ2Ω46906Ω-Ν1Ψ,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΞΟ046906Ω-ΗΚΨ,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
9Ω1Μ46906Ω-ΔΞΒ,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΩΣΛ046906Ω-4ΨΧ,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΘΚΒ46906Ω-ΕΨΝ,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΛΥΗ46906Ω-ΘΕ7,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΠΙ146906Ω-Τ6Η,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΩΗΧ946906Ω-83Η,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΧΑΓ46906Ω-4Α0,2021-12-17,ΕΦΗΜΕΡΙΕΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΨΦΕ46906Ω-ΤΚ6,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
Ω26Ω46906Ω-ΙΗΝ,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΕΔ146906Ω-Γ7Δ,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΩΧΥΤ46906Ω-ΙΦ0,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΩΟΞ46906Ω-ΧΚ6,2021-12-17,ΑΡΓΙΕΣ ΝΥΧΤΕΡΙΝΑ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
Ψ58446906Ω-ΞΓΨ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
6ΞΡΙ46906Ω-ΕΝΖ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΣΕΠΤΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΒΠ146906Ω-ΞΧ4,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΣΕΠΤΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΥΒΡ46906Ω-Ε74,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΑΥΓΟΥΣΤΟΥ 2021,,,,no sponsor block
9ΨΒΤ46906Ω-5ΓΔ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΑΥΓΟΥΣΤΟΥ 2021,,,,no sponsor block
Ψ79146906Ω-3Τ6,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΟΥΛΙΟΥ 2021,,,,no sponsor block
Ω3Τ946906Ω-Β2Ι,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΟΥΛΙΟΥ 2021,,,,no sponsor block
9Ρ4Ο46906Ω-ΒΙΖ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΟΥΝΙΟΥ 2021,,,,no sponsor block
ΩΓ7Σ46906Ω-2ΨΩ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΟΥΝΙΟΥ 2021,,,,no sponsor block
9ΞΞΠ46906Ω-1ΓΞ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΜΑΪΟΥ 2021,,,,no sponsor block
ΩΞΥΧ46906Ω-ΝΙΛ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΜΑΪΟΥ 2021,,,,no sponsor block
ΨΒ1746906Ω-ΧΥ8,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΑΠΡΙΛΙΟΥ 2021,,,,no sponsor block
9Ε9Θ46906Ω-875,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΜΑΡΤΙΟΥ 2021,,,,no sponsor block
692Ν46906Ω-44Φ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΦΕΒΡΟΥΑΡΙΟΥ 2021,,,,no sponsor block
ΩΑ9846906Ω-31Φ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΑΝΟΥΑΡΙΟΥ 2021,,,,no sponsor block
68Η746906Ω-42Λ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΑΝΟΥΑΡΙΟΥ 2021,,,,no sponsor block
6ΒΤΙ46906Ω-ΞΦΩ,2021-12-15,ΑΠΟΔΟΧΕΣ Ν 4798/21 ΙΑΝΟΥΑΡΙΟΥ 2021,,,,no sponsor block
ΩΚ5Β46906Ω-ΜΞΟ,2021-12-13,ΑΠΟΖΗΜΙΩΣΗ ΟΔΟΙΠΟΡΙΚΩΝ & ΕΚΤΟΣ ΕΔΡΑΣ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6ΛΕΚ46906Ω-ΗΙΓ,2021-12-09,ΑΝΑΔΡΟΜΙΚΑ ΓΙΑ ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ ΑΥΓΟΥΣΤΟΥ 2021,,,,no sponsor block
6ΝΧ146906Ω-ΕΙΑ,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ-ΥΠΕΡΗΧΩΝ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΕΜΦ46906Ω-Μ7Τ,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
6Χ1Μ46906Ω-ΨΤΖ,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ ΝΟΕΜΒΡΙΟΥ 2021,,,,no sponsor block
ΨΙΑ046906Ω-Α5Ε,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
6ΛΩ946906Ω-ΑΨΝ,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
6ΞΕΘ46906Ω-ΜΓΥ,2021-12-09,ΑΠΟΖΗΜΙΩΣΗ ΑΠΟΓΕΥΜΑΤΙΝΩΝ ΙΑΤΡΕΙΩΝ & ΑΞΟΝΙΚΟΥ- ΜΑΓΝΗΤΗ ΟΚΤΩΒΡΙΟΥ 2021,,,,no sponsor block
