ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6ΙΣΝ46907Θ-85Ζ,2022-04-18,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 568 - 13-APR-22-13/04/2022,999189136,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΧΑΛΚΙΔΑΣ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΚΑΡΥΣΤΟΥ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΚΥΜΗΣ,917.92,self-referential (payroll/EFKA/FMY remittance)
Ρ91Π46907Θ-ΛΤ5,2026-07-02,ΣΥΣΚΕΥΗ ΧΟΡΗΓΗΣΗΣ ΔΙΑΛΥΜΑΤΩΝ ΜΕ ΦΙΛΤΡΟ ΜΗ ΕΙΣΡΟΗΣ ΑΕΡΑ,,,850.64,anonymous sponsor (empty sponsorAFMName)
ΡΦΥΖ46907Θ-Ρ29,2026-07-03,ΤΡΟΚΑΡ ΦΙΑΛΙΔΙΩΝ,,,2480.00,anonymous sponsor (empty sponsorAFMName)
97ΡΥ46907Θ-ΞΗΚ,2026-07-01,"ΜΠΟΛ ΜΙΑΣ ΧΡΗΣΗΣ, ΚΕΣΕΔΑΚΙΑ ΚΑΙ ΚΑΠΑΚΙΑ",,,2998.32,anonymous sponsor (empty sponsorAFMName)
91ΧΖ46907Θ-638,2026-06-30,ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΓΙΑ ΒΑΛΒΙΔΑ ΒΙΟΨΙΑΣ ΓΙΑ ΒΡΟΓΧΟΣΚΟΠΙΟ (ΒΡΟΓΧΟΣΚΟΠΙΟ OLYMPUS),,,113.00,anonymous sponsor (empty sponsorAFMName)
6Ν1546907Θ-287,2026-06-26,Για την έγκριση της σκοπιμότητας και της δαπάνης της προμήθειας προμήθεια του είδους «ΚΑΘΕΤΗΡΕΣ ΑΡΤΗΡΙΑΚΗΣ ΓΡΑΜΜΗΣ»,,,2192.20,anonymous sponsor (empty sponsorAFMName)
9ΒΨΞ46907Θ-ΩΑΛ,2026-06-26,ΠΡΟΠΑΡΑΣΚΕΥΑΣΤΙΚΑ ΠΕΔΙΑ,,,141.36,anonymous sponsor (empty sponsorAFMName)
9ΓΧ446907Θ-7Λ0,2026-06-25,ΒΕΛΟΝΑ ΠΛΥΣΕΩΣ,,,545.60,anonymous sponsor (empty sponsorAFMName)
9ΣΦΠ46907Θ-ΓΗ2,2026-06-25,ΣΥΡΙΓΓΑ ΠΡΟΓΕΜΙΣΜΕΝΗ,,,624.96,anonymous sponsor (empty sponsorAFMName)
ΡΗΡ646907Θ-ΖΘΚ,2026-06-25,ΩΤΟΑΣΠΙΔΕΣ ΜΙΑΣ ΧΡΗΣΕΩΣ,,,396.80,anonymous sponsor (empty sponsorAFMName)
9ΤΧΞ46907Θ-Ε7Τ,2026-06-25,Για την έγκριση της σκοπιμότητας και της δαπάνης της προμήθειας ΑΠΟΛΥΜΑΝΤΙΚΟΙ ΚΟΚΚΟΙ ΣΕ ΧΛΩΡΙΝΗ,,,1696.00,anonymous sponsor (empty sponsorAFMName)
