ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
6Ω6Ω4690Ω3-2Α9,2021-12-23,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54975-23/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,27236.52,self-referential (payroll/EFKA/FMY remittance)
61Φ74690Ω3-5ΛΙ,2021-12-23,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54973-23/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,53285.22,self-referential (payroll/EFKA/FMY remittance)
9Κ944690Ω3-7ΚΘ,2021-12-22,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54718-22/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1482.11,self-referential (payroll/EFKA/FMY remittance)
ΨΡΜ24690Ω3-Ν6Μ,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54541-21/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1257.35,self-referential (payroll/EFKA/FMY remittance)
ΩΜ9Λ4690Ω3-ΠΞΧ,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54539-21/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,4787.57,self-referential (payroll/EFKA/FMY remittance)
Ψ1Ζ94690Ω3-8Σ6,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54430-21/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1965.92,self-referential (payroll/EFKA/FMY remittance)
Ψ8Τ54690Ω3-ΛΓΚ,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54428-21/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,339.51,self-referential (payroll/EFKA/FMY remittance)
9ΛΜΧ4690Ω3-ΣΒΡ,2021-12-21,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54424-21/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,7146.08,self-referential (payroll/EFKA/FMY remittance)
9ΒΞ34690Ω3-8ΙΣ,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54300-20/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1266.73,self-referential (payroll/EFKA/FMY remittance)
Ψ3934690Ω3-864,2021-12-20,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 54307-20/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,4823.27,self-referential (payroll/EFKA/FMY remittance)
Ψ95Ε4690Ω3-3ΜΟ,2021-12-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 53915-17/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2280.70,self-referential (payroll/EFKA/FMY remittance)
9Ψ3Κ4690Ω3-ΝΞΒ,2021-12-17,ΕΝΤΟΛΗ ΠΛΗΡΩΜΗΣ 53913-17/12/2021,999387835,ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,321.86,self-referential (payroll/EFKA/FMY remittance)
