ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,reason
ΨΨΛΓ46906Ρ-1ΨΕ,2021-12-22,ΘΕΜΑ 26 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,20788.68,anonymous sponsor (empty sponsorAFMName)
6ΩΗ246906Ρ-ΙΦ9,2021-12-21,ΕΚΤΟΣ ΗΜΕΡΗΣΙΑΣ ΔΙΑΤΑΞΗΣ ΘΕΜΑ 2 : Έγκριση έκτακτων προμηθειών/υπηρεσιών που διενεργήθηκαν με την Πάγια Προκαταβολή κατά τον μήνα Δεκέμβριο του 2021.,,,1608.17,anonymous sponsor (empty sponsorAFMName)
ΩΧΓΘ46906Ρ-74Δ,2021-12-21,ΕΚΤΟΣ ΗΜΕΡΗΣΙΑΣ ΔΙΑΤΑΞΗΣ ΘΕΜΑ 1 : Έγκριση έκτακτων προμηθειών/υπηρεσιών που διενεργήθηκαν με την Πάγια Προκαταβολή κατά τον μήνα Νοέμβριο του 2021.,,,529.97,anonymous sponsor (empty sponsorAFMName)
Ψ9Ι646906Ρ-ΛΑΩ,2021-12-16,"ΘΕΜΑ 23 : Επισκευή – αντικατάσταση ανταλλακτικών στο Γραμμικό Επιταχυντή ELEKTA SYNERGY δαπάνης 63.481,48 € με ΦΠΑ.",,,63481.48,anonymous sponsor (empty sponsorAFMName)
9ΣΣ846906Ρ-ΛΒΔ,2021-12-16,ΘΕΜΑ 22 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,13686.54,anonymous sponsor (empty sponsorAFMName)
6ΕΜ946906Ρ-4ΧΞ,2021-12-16,ΘΕΜΑ 21 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,5122.10,anonymous sponsor (empty sponsorAFMName)
9ΧΑ246906Ρ-Β3Ν,2021-12-16,ΘΕΜΑ 20 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,16648.01,anonymous sponsor (empty sponsorAFMName)
9ΘΕΡ46906Ρ-Χ6Κ,2021-12-16,ΘΕΜΑ 19: ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,19974.81,anonymous sponsor (empty sponsorAFMName)
ΩΑ0Ν46906Ρ-ΩΕΖ,2021-12-16,ΘΕΜΑ 18 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,19935.91,anonymous sponsor (empty sponsorAFMName)
ΩΓ3Ζ46906Ρ-9ΝΞ,2021-12-16,ΘΕΜΑ 17 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,19956.16,anonymous sponsor (empty sponsorAFMName)
62ΒΤ46906Ρ-ΤΛΧ,2021-12-16,ΘΕΜΑ 16 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,19996.22,anonymous sponsor (empty sponsorAFMName)
ΩΔΘΗ46906Ρ-ΧΣ1,2021-12-13,ΘΕΜΑ 7 : Αποπληρωμή μοριακών εξετάσεων SARS-Cov-2 (COVID-19) στο Εργαστήριο Μικροβιολογίας Ιατρικής Σχολής ΕΚΠΑ.,,,6090.00,anonymous sponsor (empty sponsorAFMName)
6Π6Ξ46906Ρ-Κ9Ε,2021-12-13,ΘΕΜΑ 6 : Εξόφληση της υποχρέωσης για την καταβολή αποζημίωσης στην ανώνυμη τραπεζική εταιρεία με την επωνυμία «ΤΡΑΠΕΖΑ EUROBANK ERGASIAS A.E.».,,,7397.88,anonymous sponsor (empty sponsorAFMName)
ΨΕΞΗ46906Ρ-Λ0Α,2021-12-10,ΘΕΜΑ 12 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,16938.40,anonymous sponsor (empty sponsorAFMName)
Ω8ΜΒ46906Ρ-ΚΒ1,2021-12-10,ΘΕΜΑ 11 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,7959.05,anonymous sponsor (empty sponsorAFMName)
ΨΦΝ646906Ρ-ΖΑ4,2021-12-01,ΘΕΜΑ 45 : ΕΓΚΡΙΣΗ ΓΕΝΟΜΕΝΩΝ ΕΠΕΙΓΟΥΣΩΝ ΜΙΚΡΟΠΡΟΜΗΘΕΙΩΝ.,,,19977.72,anonymous sponsor (empty sponsorAFMName)
