ada,issue_date,subject,supplier_afm,supplier_name,amount_eur,cpv,kae
ΩΥΘΟ4690ΒΓ-ΥΝΡ,2021-12-22,XE3474 YΠΗΡΕΣΙΕΣ ΦΥΛΑΞΗΣ ΧΩΡΩΝ,800541537,ΔΙΑΠΛΑΣΙΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΙΔΙΩΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ,10721.29,,
ΨΗ204690ΒΓ-ΣΘΘ,2021-12-27,ΧΕ3452 ΣΥΝΤΗΡΗΣΗ ΚΙ ΕΠΙΣΚΕΥΗ ΜΗΧΑΝΗΜΑΤΩΝ,998343908,Γ ΠΑΠΑΘΑΝΑΣΙΟΥ ΚΑΙ ΣΙΑ ΟΕ,66863.9,,
Ψ9ΠΠ4690ΒΓ-Φ2Ν,2021-12-27,ΧΕ3451 ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗ Η/Μ ΕΓΚΑΤΑΣΤΑΣΕΩΝ,800686879,ΝΕΑΠΟΛΗ ΤΕΧΝΙΚΗ ΕΤΑΙΡΙΑ ΙΚΕ,39915.6,,
6Χ334690ΒΓ-43Χ,2021-12-27,XE3383 ΣΥΝΤΗΡΗΣΗ ΛΟΓΙΣΜΙΚΟΥ,094351703,ΚΟΜΠΙΟΥΤΕΡ ΚΟΝΤΡΟΛ ΣΥΣΤΕΜΣ ΕΝΤΖΙΝΙΕΡΙΝΓΚ ΡΙΣΕΡΤΣ ΚΑΙ ΝΤΙΖΑΙΝ,1240.0,,
65Φ34690ΒΓ-ΓΔΒ,2021-12-27,ΧΕ3435Α169 ΔΙΑΦΟΡΕΣ ΙΑΤΡΙΚΕΣ ΣΥΣΚΕΥΕΣ,094313759,ΧΑΛΑΜΠΑΛΑΚΗΣ ΑΝΩΝΥΜΗ  ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΙΚΗ  ΕΤΑΙΡΕΙΑ,1196.6,,
ΩΓΟΒ4690ΒΓ-5ΚΓ,2021-12-27,ΧΕ3426Α167 ΣΥΝΤΗΡΗΣΗ ΜΗΧΑΝΟΓΡΑΦΙΚΟΥ ΕΞΟΠΛΙΣΜΟΥ,999867321,INTEC ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ,2348.35,,
ΨΣΑΖ4690ΒΓ-ΝΕ0,2021-12-23,ΧΕ3470Α175 ΠΡΟΜΗΘΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ,029882245,"ΒΟΥΒΑΛΙΔΗΣ,,ΑΝΕΣΤΗΣ,ΑΠΟΣΤΟΛΟΣ",1049.04,,
6ΞΟΨ4690ΒΓ-ΟΛ7,2021-12-23,ΧΕ3471Α176 ΥΠΗΡΕΣΙΕΣ ΠΑΡΟΧΗΣ ΠΡΟΣΩΠΙΚΟΥ,029882245,"ΒΟΥΒΑΛΙΔΗΣ,,ΑΝΕΣΤΗΣ,ΑΠΟΣΤΟΛΟΣ",13870.64,,
ΩΗΛΘ4690ΒΓ-Γ96,2021-12-23,ΧΕ3473Α178 ΠΡΟΜΗΘΕΙΑ ΥΠΗΡΕΣΙΩΝ ΠΡΟΣΩΠΙΚΟΥ ΚΑΘΑΡΙΟΤΗΤΑΣ,055073413,"ΧΑΛΤΣΙΟΣ,,ΑΠΟΣΤΟΛΟΣ,ΣΕΡΑΦΕΙΜ",16602.0,,
6ΤΘΚ4690ΒΓ-263,2021-12-23,ΧΕ3472Α177 ΠΡΟΜΗΘΕΙΑ ΥΠΗΡΕΣΙΩΝ ΠΡΟΣΩΠΙΚΟΥ ΕΣΤΙΑΣΗΣ,055073413,"ΧΑΛΤΣΙΟΣ,,ΑΠΟΣΤΟΛΟΣ,ΣΕΡΑΦΕΙΜ",898.38,,
